SpAD_Dt,ZMIC1,ATSC7p,GATS4c,CIC1,AATSC8i,MATS3p,MDEC-23,ETA_Eta_F_L,ATSC5s,VE1_Dzp,ATSC8i,MATS7p,ATS4m,AATSC2e,MATS7i,ATSC8c,TPC,SpMax8_Bhi,MATS5s,IC5,MATS3v,MATS3c,BIC5,GATS3e,minssNH,ETA_BetaP_s,MATS6c,GATS1s,GATS2s,GATS5s,C2SP2,CrippenLogP,SpMax3_Bhv,AATS8m,MATS2e,GATS5m,VR3_Dt,WTPT-2,ETA_Epsilon_5,AATS7v,BCUTp-1l,AATSC5p,MATS1m,MATS6v,MATS4i,GATS8e,ATSC7e,AATSC2s,SP-6,Class
702.5447,54.6927,-6.1971,0.7662,2.3569,0.1127,-0.3485,18.6832,6.991,0.9602,0.227,18.1458,-0.1544,9573.3847,0.0216,-0.1799,0.0225,1506,2.865,0.0038,4.6299,-0.3115,-0.0808,0.7529,0.7325,0.0,0.621,0.0822,0.7095,0.3339,0.8316,9,5.4482,3.5465,40.5483,0.2854,0.9087,17.1145,2.0244,0.7929,147.8591,4.2243,0.0262,0.0311,-0.3765,0.1289,0.554,-2.4272,0.4591,6.6525,NonToxic
859.8441,55.6827,-2.5018,0.8162,2.1021,-0.1611,-0.156,31.9002,7.3692,1.6408,0.0062,-22.5547,-0.0602,9234.3912,0.0071,-0.06,0.0886,1591,2.9871,0.0235,5.4118,-0.1644,0.0102,0.8921,0.7149,3.6968,0.6774,-0.0839,0.9059,0.9729,0.6439,12,3.8328,3.7144,61.8523,0.0889,0.8629,23.6042,2.1113,0.801,187.0453,5.6942,0.0077,0.0463,-0.0248,0.065,0.9934,0.5943,0.0447,6.8708,NonToxic
1004.4915,55.0611,-5.0132,0.8642,2.066,0.0135,-0.2005,24.2566,8.8841,-19.009,0.3265,1.9157,-0.1479,14440.5598,0.021,-0.1046,-0.2992,1949,3.2356,-0.0343,5.4136,-0.0676,-0.3387,0.8613,0.9023,2.1192,0.7027,-0.0406,0.5197,0.506,0.7876,6,0.6609,3.6345,51.2041,0.2039,1.0912,22.5636,2.0422,0.859,165.9361,4.8772,-0.0704,0.0473,0.1321,0.2924,1.0219,-0.4409,0.1601,7.9234,NonToxic
979.5399,59.5056,1.5956,1.168,2.0576,0.269,0.0189,31.283,9.277,-10.1742,0.1296,27.1687,0.06,10151.4733,0.0075,-0.0119,0.1966,1625,3.1053,-0.0494,5.5858,0.0073,-0.0293,0.9053,1.0805,2.9356,0.6838,-0.0429,0.5857,0.6242,1.4141,16,5.3835,3.7844,72.7247,0.0811,1.0261,20.2009,2.0997,0.8324,192.1539,5.1701,-0.0143,0.0635,0.0456,-0.0893,1.2854,0.1839,0.0444,7.2219,NonToxic
1045.2436,66.5418,-1.1576,1.1164,2.0647,0.249,-0.0574,37.4368,9.7649,-10.3617,0.0686,33.8638,-0.0267,12927.2458,0.0107,-0.1131,-0.1716,1787,3.0681,-0.0914,5.6575,-0.0318,-0.3358,0.9028,1.1295,3.356,0.6528,-0.091,0.6107,0.6043,1.2798,18,6.6044,3.734,79.4354,0.2001,0.8454,21.9101,2.0961,0.7716,200.8795,5.4391,-0.0128,0.0014,-0.0759,0.0392,1.2343,0.1077,0.0458,7.7178,NonToxic
457.0674,32.895,1.6051,1.3806,1.6121,1.238,-0.1461,11.8619,4.8284,-6.3039,0.2627,29.7109,0.1258,5052.1867,0.0065,0.0096,-0.049,961,2.4139,-0.1851,4.5184,-0.1103,0.1019,0.8379,0.6022,0.0,0.6667,0.1651,0.5532,0.4942,1.1005,6,2.3442,3.1367,10.4207,0.1158,1.2249,9.7339,2.1058,0.7825,101.817,5.5663,-0.0315,0.089,-0.1678,-0.0161,4.2999,0.0639,0.0862,4.2802,NonToxic
790.1646,61.2908,0.3847,1.2542,2.0925,-0.019,-0.0429,31.588,9.6756,32.6217,0.2482,-2.6831,0.0092,13738.2571,0.0049,0.0155,0.0079,1847,3.0901,0.1422,5.607,-0.0462,-0.0104,0.8947,0.9781,0.0,0.6319,-0.087,0.6712,0.6062,1.0899,16,7.2055,3.7928,81.2386,0.0611,1.2216,21.808,2.0516,0.8194,232.0913,4.953,-0.0826,0.0313,0.171,0.1075,1.2658,0.6769,0.017,7.4475,NonToxic
758.3263,60.5466,0.1474,1.2631,1.8418,-0.0295,0.0314,32.9174,9.8333,28.1874,0.1977,-3.5377,0.0037,13107.2282,0.0007,-0.0482,-0.0862,1754,2.9276,0.0946,5.6005,0.03,-0.0227,0.9107,1.0225,0.0,0.6429,-0.0211,0.6121,0.6024,0.9226,18,6.341,3.7925,91.831,0.0062,0.858,21.8046,2.0576,0.8537,229.1981,4.4768,-0.0216,0.0193,0.0581,-0.0212,1.1553,0.3514,-0.0024,7.1564,NonToxic
790.1646,60.4932,-0.465,1.229,2.0925,-0.1254,-0.0181,31.588,9.777,18.5692,0.2489,-17.6847,-0.0114,13326.4736,0.0045,0.0524,-0.0081,1847,3.0903,0.0575,5.607,-0.0325,-0.0089,0.8947,0.9804,0.0,0.6319,-0.1312,0.6173,0.5791,1.0386,16,6.6912,3.7888,75.5153,0.0458,1.3043,21.808,2.0516,0.831,225.4408,4.4644,-0.0683,0.0448,0.1464,0.0653,1.2372,2.2302,0.0488,7.4475,NonToxic
306.7565,43.9683,-0.2599,0.9704,1.9431,-0.2911,-0.084,13.6305,5.8606,4.6902,0.4476,-7.8586,-0.0362,3633.9093,0.0201,-0.1493,0.0142,464,2.3869,0.0728,4.7359,-0.096,-0.2315,0.896,0.9356,2.6348,0.6528,-0.0065,0.5595,0.561,1.3999,7,2.2968,3.3917,59.88,0.3099,0.8622,8.3016,2.0635,0.7783,182.394,5.1805,-0.0052,0.0275,-0.0105,-0.0707,1.0932,-0.7286,0.073,2.627,NonToxic
812.3251,74.6031,-0.6089,1.0353,2.6023,-0.12,0.0013,33.1806,9.7326,-23.7244,0.4075,-10.6761,-0.0262,9236.6738,0.0129,-0.0414,-0.0318,1476,2.9781,-0.11,5.5488,-0.0064,-0.2181,0.9099,1.2895,2.6996,0.6406,0.176,0.5394,0.5426,1.3437,18,7.0191,3.7732,65.704,0.1586,1.0709,21.1175,2.0767,0.8051,204.3839,4.2625,-0.003,0.0409,0.0184,-0.0249,1.0687,-1.419,0.0884,6.3753,NonToxic
1008.2376,67.2579,-1.6216,1.1496,2.3316,-0.4068,0.0058,28.357,9.4958,-1.6877,0.2947,-37.4253,-0.0507,10912.307,0.0158,-0.1495,-0.021,1308,2.9462,-0.0082,5.4724,0.0096,-0.0979,0.8813,1.1337,2.753,0.6324,-0.1509,0.5075,0.531,1.1973,16,5.7329,3.7023,84.8772,0.2606,1.1132,21.073,2.0754,0.8086,172.4921,4.2487,-0.0055,0.0699,-0.0958,0.0101,1.3249,1.2039,0.1036,6.3028,NonToxic
1059.1609,65.5071,1.4253,1.3734,2.2365,0.1465,-0.0345,26.4286,10.6021,35.3615,0.2728,19.188,0.0515,10716.1023,0.0203,0.0937,-0.2859,1658,3.1432,0.145,5.5985,-0.0736,0.0151,0.8881,1.1751,2.6635,0.6689,-0.2675,0.5685,0.526,1.0802,16,5.4711,3.7988,70.7767,0.25,0.8907,22.6406,2.0573,0.8197,213.0819,4.2317,0.0083,0.0509,0.0467,-0.122,1.3001,0.8095,0.1563,6.864,Toxic
238.668,35.686,3.2346,0.7364,1.1462,1.6358,-0.1968,9.8829,4.2636,-49.744,0.5661,6.5433,0.561,3982.9538,0.1051,0.0587,0.2631,394,1.9163,-0.208,4.1887,-0.1864,-0.0059,0.8495,0.6473,0.0,0.625,0.2939,0.6925,0.3463,1.097,5,3.0167,3.0031,230.9934,0.4755,1.2113,7.7282,1.9898,0.9417,100.6805,3.6184,-0.0493,-0.0217,-0.0457,-0.135,0.2076,-4.1414,2.5464,2.6309,Toxic
